"Loans","Loan requests","tick","Banks","Total central bank loans","Total cash & reserve","Total client loans","Total current accounts","Total interbank loans","Total securities","Total term deposits"
19.0,60.0,112.0,40,73018.98228081339,78033.34716293587,364506.3873516034,229349.829920455,9923.854610518982,355513.00269940525,320962.5213573131
27.0,352.0,113.0,40,80993.73979924661,55162.522393245905,329828.4588283504,194279.0520427218,27381.626848423068,355513.00269940525,290422.3408740228
25.0,204.0,114.0,40,81984.78722618833,77795.50873901606,354279.80823424703,218730.40144861842,24342.308818356112,355513.00269940525,312064.2797928511
13.0,16.0,115.0,40,69465.83422072497,89995.49889142663,384862.1475962966,249312.74081066798,11685.791131817059,357061.2812018885,338331.5014532082
25.0,87.0,116.0,40,69618.90928070596,60102.57597484882,351921.2841408456,216038.68081166892,21789.17757669408,357061.2812018885,308582.98860513035
33.0,56.0,117.0,40,69618.90928070596,72393.4522028195,364154.8985197567,228260.14334195544,27296.683935580753,357061.2812018885,320873.86483310105
24.0,36.0,118.0,40,69142.37681374529,65414.26873754469,357033.0760705173,221062.26766445301,18819.78360187863,357070.0987834428,314444.3267967052
24.0,458.0,119.0,40,77703.49465905098,64505.40926831425,346645.5122906696,210563.69368937062,27115.380293216695,357070.0987834428,305068.11163379805
18.0,730.0,120.0,40,100885.7629043635,68309.21393949715,324730.1874709389,188488.96760032064,18695.090534279476,357070.0987834428,285881.51403564995
13.0,47.0,121.0,40,96860.04348286054,101429.75866598611,366038.6755510697,229797.45568045153,17205.74824362553,357682.3318494747,323640.0112496737
16.0,24.0,122.0,40,90070.8246912793,68879.4062962336,338934.51253685396,202418.67811624482,18907.54997056957,357702.5737240317,298153.97985995654
29.0,76.0,123.0,40,90766.133322713,76631.05030950165,346749.97619516763,210234.1417745585,23520.56038972472,357702.5737240317,305210.31524179084
15.0,17.0,124.0,40,86389.07740815615,75796.01344367622,350671.088305219,214155.25388460988,18310.569759439997,357702.5737240317,308752.3342905223
