Loans,Loan requests,tick,Banks,Total central bank loans,Total cash & reserve,Total client loans,Total current accounts,Total interbank loans,Total securities,Total term deposits
20,22,21,40,53668.3883066761,107108.334710747,454918.335935763,243037.064717412,24633.2338272401,288920.823248181,345413.085601797
32,301,22,40,56585.6211233393,124627.672899807,464855.50996682,252974.23874847,50266.7601814493,289434.358553929,360528.726279942
10,10,23,40,50931.2422286932,131505.461734538,485683.083579365,273801.812361014,14066.5094157308,300288.750597412,383915.286052803
28,36,24,40,50460.7122777657,110370.529001127,476380.403424203,264413.969924483,48160.0145996501,301659.528617571,364812.687278224
17,17,25,40,50283.0017464956,128739.508131076,486589.488608085,274623.055108365,18484.4530246954,303656.376275719,385356.224597591
32,419,26,40,57569.2047780241,98475.1879863321,454330.922953549,243236.082710015,49307.288512659,303775.696036051,347109.648026437
32,43,27,40,57212.1469860874,124760.725924778,477117.869163001,266023.028919467,32872.4295752782,304607.037321892,374583.58504266
23,31,28,40,56639.2031330044,99277.4665175514,459211.195434704,247926.450309323,48472.2067494369,306357.760260864,351653.295324669
38,252,29,40,60329.1522956005,106492.224018551,460741.665340675,250642.773033039,46445.5031509065,306385.699080241,354039.636306762
32,529,30,40,75786.4817931049,109392.491734715,441268.248854861,240720.58255701,41918.0349066588,308083.283794067,334472.673627869
33,53,31,40,71017.2087113983,133988.775011184,466994.014755312,266438.867699118,32230.1261770445,312305.453584543,368060.399776522
11,13,32,40,67509.440021743,117660.854286134,461594.093681082,260978.607162839,33937.5323530307,318948.948985706,361944.898158471
32,48,33,40,67509.440021743,108648.595298828,451456.636630663,250734.634587866,41286.4338339381,319048.131504437,353120.069971763
33,53,34,40,67509.440021743,98628.657158274,440790.132845226,239943.064137551,47689.9368198404,319473.784519795,343620.777768598
34,48,35,40,67025.1840894777,122890.121619725,469724.182314673,268877.113606998,38654.8174715253,320434.533311253,369327.246953771
12,13,36,40,64667.301287301,124552.63533711,476043.227640439,275196.158932765,33946.2866369573,327676.732467212,380589.842629293
34,64,37,40,64667.301287301,92401.5511773605,446865.117211596,245733.511953405,47312.5211008803,328331.927359636,349405.793849762
34,564,38,40,84243.0230666891,99299.4049696937,433445.531024197,234084.648051941,46214.2220900495,328331.927359636,335025.216253708
36,45,39,40,84224.5438280017,120178.332351972,451333.323897944,251972.440925688,40963.2345596365,328473.242854876,356063.938369914
16,17,40,40,81093.5887500336,122956.518311298,461839.920190637,262479.03721838,36307.3949186936,332193.311613024,365693.148165356
30,38,41,40,80889.6618710429,103975.678866131,440642.745519449,241066.395038365,44651.45631463,332693.870965866,347597.748944233
44,151,42,40,81236.7827553838,103738.200545681,447001.071430052,247424.720948967,53087.8331252052,332787.3897925,347115.331009175
26,26,43,40,79304.503112782,142651.16781342,483538.435445519,283962.084964435,27956.769605528,336868.688592057,392041.876719072
26,45,44,40,79146.9408545185,89852.7021150612,439451.310183706,239301.163870377,48755.776916359,339658.79989753,342684.656783803
42,307,45,40,84311.2137876275,125972.090374568,478724.45835989,278565.003751862,52719.7202020662,339882.645670022,373863.617882693
32,50,46,40,84161.6850447793,92647.9818143012,441437.695468228,240920.40959352,44769.3468305261,343985.69281216,345079.922164593
44,410,47,40,91736.0763365775,116191.955762458,439966.302389932,247893.742431932,51346.7640276396,344043.484000872,353342.632450579
19,19,48,40,88404.9254187926,109904.224543235,441246.098973,249173.539015,34908.1628337009,348134.242369635,354476.810517904
29,483,49,40,96614.2354705091,107632.069832597,424762.215714587,247089.253473017,47427.2983723925,348148.099922312,330998.273665548
17,17,50,40,81145.8543979834,124456.480454637,444259.392927221,266586.430685652,27769.4376036058,354950.625789252,370093.591227054
19,22,51,40,75179.4047753919,102833.388466456,448872.732701429,271199.770459859,36076.9256545293,357608.746332796,357223.76764087
35,248,52,40,79071.4029863913,87956.618892944,414837.734690531,236772.391798445,46738.03854706,358221.04040084,339247.060990903
25,30,53,40,78607.8531300583,111605.812953475,437203.916611374,259122.521435638,35739.472142914,358391.398885106,363530.163392033
19,21,54,40,77685.4519127618,100887.422633902,428798.94528143,250645.186793239,36636.9767744461,360435.820559182,355855.34415619
32,43,55,40,77685.4519127618,106383.998132686,434769.32398424,256614.260880668,43365.356425974,360663.108198338,361579.20729413
9,9,56,40,69873.1134696936,125871.831574781,458153.058396263,279996.831916486,20442.3483716428,366991.496287714,395207.76726867
14,14,57,40,66527.7625451176,105235.486560606,420544.945666776,242002.012726429,27917.4983389707,367726.335404378,378815.534622199
35,177,58,40,67943.8347497963,88426.0127040796,435585.314986557,257035.759845296,50573.005260422,368310.555935482,361377.682589972
27,28,59,40,67801.34808028,103793.78365114,438789.176514525,260237.245228839,29730.2990270035,368624.618387561,377202.002658627
34,449,60,40,85717.513881555,89005.3785259716,417479.904889975,238668.387163609,47581.5288639733,368790.738027635,344985.714256282
38,84,61,40,86707.1008193965,105110.203968808,431791.521230206,252967.408569432,41361.9141984965,368894.678903055,360204.893636696
27,50,62,40,85294.4405286692,99394.3541085312,428843.571986324,249984.652374312,47368.9438843242,370402.895162462,357437.593329624
24,27,63,40,83361.8800181529,122654.545899245,461064.428334656,282205.508722644,23340.666800986,371555.398033378,383782.848501771
36,161,64,40,84259.5192211081,81436.1164689237,422441.631805117,243202.972759079,51327.1648662293,371616.771309574,342144.536267037
27,623,65,40,110983.099677269,115780.82350992,416085.636576345,242539.90291424,36295.3059364634,371616.771309574,344438.119204311
15,15,66,40,101416.683185109,126438.980756335,432695.021339045,259136.653209393,26821.9153786231,372713.573120115,365759.494753427
12,13,67,40,97762.7820235383,112359.025235588,423287.365683099,249655.078394413,32050.3205538032,373808.869649861,356522.369499653
8,8,68,40,89450.5736023404,136394.859133645,438801.790491348,265169.503202663,16732.617166471,377040.773585627,392102.315754676
9,9,69,40,74636.342640045,119989.197369941,445166.25817053,271525.271455116,24609.7987984175,379928.129234083,393398.240601722
33,57,70,40,74636.342640045,82919.2974269934,425097.516446421,251216.616594421,43408.0349758905,380081.984205429,356847.701025879
40,285,71,40,81998.0323154107,89715.1355489627,424540.529512525,250653.174415033,49495.1926821683,380081.984205429,356287.45196311
35,525,72,40,102130.442130085,97089.6469714227,414297.680926415,240345.462355643,38779.9297676522,380081.984205429,343619.001428459
32,51,73,40,101464.485844174,117709.670173753,434757.393302722,260805.17473195,35361.6496531689,380155.470878782,364978.467590054
13,14,74,40,94989.5896166624,114869.639248487,430906.238316098,256886.156144966,32340.7071678729,382688.315444663,371146.17745818
27,38,75,40,94589.7549429097,94681.9216852218,381639.33230782,207138.211055898,35011.9760190557,382688.315444663,351554.214201238
12,13,76,40,89539.88610002,127886.944721638,429597.820457628,255096.699205707,25017.3595061338,383977.073159913,391097.863795794
23,36,77,40,88439.1650402962,99959.1977916887,426671.37828406,252096.069816882,27710.4872942149,384158.399926787,364715.983495445
29,38,78,40,88439.1650402962,98871.1439717587,415616.61491263,240922.536112074,46992.119764715,384158.399926787,363671.181341641
30,48,79,40,88439.1650402962,88489.6192407812,415321.373754435,240624.515141937,40082.4339101615,384158.399926787,353392.443984238
34,48,80,40,88439.1650402962,104012.994820958,434088.848670643,259391.990058146,44316.9911792054,384395.142395643,369152.56203327
26,32,81,40,88439.1650402962,94688.3324183857,422038.705427896,247209.472112223,36131.2582373219,384602.076306227,360131.796435831
39,275,82,40,93813.953051443,93038.6906186963,414385.250920532,239466.679953527,53260.892068366,384609.102472328,353183.872035104
29,31,83,40,93747.0811285408,102283.503377487,424302.310450648,249383.739483642,33083.1614375559,384652.230184897,362538.684429365
29,56,84,40,93125.109403905,106935.316921789,430086.32588204,255167.754915034,44864.8017376577,385285.763129234,368446.00264264
29,456,85,40,111331.690947987,85031.0109131264,371564.167273176,204362.055372164,45832.2685462745,385285.763129234,321282.697784086
23,24,86,40,96369.1435684404,135201.691847107,440650.635811314,273448.523910303,37854.7505304728,387005.993520947,388136.156489326
17,19,87,40,86551.0125783339,92017.7495240563,408461.556410931,240905.702544399,29216.5311237559,387540.739867012,355630.151551822
13,14,88,40,79312.2691579377,133618.843048152,441155.160760276,273598.808662435,23389.8294190737,391520.965843981,408450.214473284
14,15,89,40,74988.2925177797,87366.2767870947,420647.441481526,252882.755781708,28280.645627799,392079.09639171,367489.363905788
30,42,90,40,74988.2925177797,97611.6205786363,431153.438605745,263388.752905927,47464.9055408859,392305.446326809,377961.057632428
38,122,91,40,75820.6989695883,76980.7171043985,410094.909839641,242112.616774968,44240.5664424969,392305.446326809,356710.255725452
33,54,92,40,75820.6989695883,91224.8680687265,424143.060482965,256160.767418292,45574.9493730268,392315.454555349,370964.41491832
31,43,93,40,75820.6989695883,82199.3653089958,415365.677526914,247298.134411171,39771.3634175096,392315.454555349,362028.273572052
28,413,94,40,87388.3667376194,95471.2605746819,428419.38228143,260908.906530884,47320.4713501476,392478.006682211,363398.740252443
23,641,95,40,115306.407496254,99088.7869303505,407884.984621807,243165.136809048,34227.1854362896,392478.006682211,336593.294241786
29,53,96,40,115306.407496254,115635.646289443,403603.066414089,238853.716480125,33898.8563751544,392478.006682211,353148.446103291
15,16,97,40,93370.3586814226,130318.34860349,443353.646437708,278604.296503743,24040.209559153,395644.287197868,392933.477747827
36,134,98,40,92948.349551708,69172.7619707175,406894.65838386,241706.939283054,47738.3782521733,395986.988961196,333150.432460966
21,27,99,40,90587.6175841464,136547.620394314,454610.190677087,289422.47157628,27480.2492384845,397057.267229711,403956.301120639
10,10,100,40,80099.1950971092,107447.934191416,430746.143740269,265325.904026927,20320.7201730298,398780.061247934,387235.043994264
30,40,101,40,80099.1950971092,84277.76493321,416164.337453222,250544.984079438,45214.909133587,398780.061247934,364294.282352476
29,535,102,40,97070.1101879063,93177.5187877878,408765.069966719,243074.626938621,42171.0132844249,398780.061247934,356303.033603744
25,32,103,40,95400.8459043191,113879.162148259,430729.094325427,265038.651297329,30454.0045642711,398797.240949109,378691.120948978
36,108,104,40,95507.2987273866,83397.9957373106,402109.034957496,236052.804041392,45446.9521772732,398797.240949109,348406.34943015
26,559,105,40,120203.484074241,92909.4403029744,376535.336383933,215967.464730233,39862.2694319963,398797.240949109,328038.475894026
38,175,106,40,120453.549342685,112804.180161519,389945.706641129,229426.260487827,47015.8657903042,398832.625170826,347671.310024438
16,25,107,40,110665.914797386,108551.757152024,401095.39574188,240575.949588578,26494.6787413412,399357.756146263,353767.675526014
21,30,108,40,101844.393265767,110898.298578524,411734.940948271,251211.479954144,40389.7478386528,399616.682938085,365194.665275955
31,47,109,40,101844.393265767,92103.6914756091,393602.817047216,232888.42163762,31272.6767390345,399616.682938085,346586.143391882
12,14,110,40,94165.3225963085,122051.640637416,407825.177013613,247110.781604016,29809.3175742106,400522.709959799,385119.190244861
28,43,111,40,93888.2073908189,82800.8594431847,393971.555071448,233157.515809529,32822.4511535456,400522.709959799,346531.402137196
31,152,112,40,95042.6962482432,107177.696217055,415136.840152466,254321.350318986,50164.2856647611,400614.508810599,369845.548904442
14,16,113,40,86044.291733073,102365.408441612,418300.854664665,257485.364831184,23138.6584064189,400948.047507793,374366.53516164
19,33,114,40,73552.654506693,127389.527900598,458317.306983871,297501.81715039,34368.6070227722,403268.272658909,414202.516998121
31,44,115,40,73552.654506693,70792.2638489942,406790.366070911,245429.610246262,33025.7104715271,403282.122135156,358179.334250243
23,621,116,40,116574.018664116,101521.094424021,391546.592735833,233040.355998585,41588.0423900103,403282.122135156,343360.370228035
34,46,117,40,116342.060951762,111864.687423756,402500.791386687,243994.554649439,29586.7648949162,404155.308735376,354809.107540345
17,29,118,40,105227.252065696,114308.399544503,415948.051392392,257441.814655144,34173.8910418249,404659.426298613,368871.746110394
19,28,119,40,101492.436970425,108353.514449026,418024.594856179,259518.358118931,23889.0762884075,404749.384048427,366777.501784489
34,60,120,40,101492.436970425,97647.9855173684,403842.369380907,245191.342949161,42195.2422602254,404749.384048427,356177.968188788
38,90,121,40,101492.436970425,100466.870267533,406544.762041529,247893.735609784,37081.1059268203,404755.352893176,359002.821783702
31,375,122,40,107423.808243699,91870.7833111097,392787.886714714,234004.986660429,45264.5825960993,404755.352893176,344619.1997741
22,30,123,40,105794.837439792,120948.731593547,422700.131474619,263917.231420333,24653.5940627947,405327.410439104,375898.176406373
29,46,124,40,104252.627162845,98878.196874328,403264.786753917,244307.958019789,37594.7069690581,405327.410439104,355573.102701153
38,83,125,40,104252.627162845,85736.3311895435,390822.271866744,231735.436292135,49306.9597981059,405327.410439104,342561.354498396
38,71,126,40,104252.627162845,95056.6269809764,399738.093814795,240651.258240186,46862.9661257475,405327.410439104,351881.650289828
37,88,127,40,104252.627162845,103770.142395226,408212.505792041,249125.670217432,40043.80880634,405478.330668951,360746.085933925
23,49,128,40,100084.499492787,101611.838007501,419044.905825035,259958.070250426,40543.8347828101,405980.548050511,363296.101860097
29,43,129,40,99792.3252724807,112776.268521838,422460.823892714,263373.988318106,28419.8355259029,406841.837396073,375613.995940303
18,24,130,40,96560.1243353004,112529.772703835,425694.590044245,266607.754469636,29900.9153049384,407327.352581769,379085.216245175
36,55,131,40,96560.1243353004,92774.4550721522,407108.143966571,247845.299866795,40979.0261644866,407327.352581769,359525.495817767
31,42,132,40,96560.1243353004,109306.889625675,423004.833203944,263741.989104169,33222.9780531854,407465.371679249,376195.949468771
38,81,133,40,96560.1243353004,82670.1757071745,397823.199116019,238343.111503772,48150.2917054189,407465.371679249,349822.965391047
43,135,134,40,97862.436986846,90355.4067323177,403931.828931654,244451.741319407,49089.3814744233,407465.371679249,356205.883764645
38,62,135,40,97401.6514799501,104041.740025716,416492.66141717,257003.450879288,36593.7434073369,407596.144092213,370483.774977903
31,40,136,40,97401.6514799501,102939.734603155,415575.412744115,256076.245695507,36919.7476416127,407728.59353777,369523.818565027
38,158,137,40,98277.3960227267,92739.0836081529,400723.883663702,241076.619572697,49757.9283352384,407728.59353777,358557.0903098
26,589,138,40,117409.978674227,99163.6990585,391423.246242273,232554.231413638,40646.7889034825,407728.59353777,345206.960540628
18,23,139,40,115329.487229369,128735.736597478,396819.709879344,237950.695050709,22345.729083576,407863.635733178,376994.531719872
25,59,140,40,112042.800826291,101172.195103138,410254.207454184,251385.192625549,46303.8871968387,407863.635733178,352959.97205484
41,141,141,40,113449.556591393,103567.521376699,395889.059114098,237645.894180145,47346.3601031616,407924.224960518,353345.030248215
16,40,142,40,95623.3645037636,122555.820895637,424085.7612601,265795.476677582,20739.2485881716,409496.170278802,391731.467173066
35,54,143,40,95615.7070765532,77692.8477292811,392474.961229509,233819.00619395,53446.2528076025,409496.170278802,347320.263470943
30,42,144,40,95615.7070765532,116335.135939084,430063.695112543,271407.740076984,31871.8963767504,410608.566440852,387074.947842796
17,25,145,40,91979.1750436646,102827.832146737,421264.761899996,262509.510180045,32904.140541255,410917.889833766,377608.16728186
35,48,146,40,91979.1750436646,103681.174216659,422304.591107773,263549.339387823,37778.8754539302,410979.47906599,378523.098584006
36,98,147,40,92623.9693434108,83347.5612586178,402440.933622012,243469.384999623,50582.5841083746,410979.47906599,357752.398328771
27,516,148,40,113341.332549415,94221.5174718148,393219.692093702,234822.420622458,44285.8407821242,410979.47906599,347365.804855639
24,623,149,40,129524.956818421,109377.351524689,384750.383009769,228887.029003316,43757.2112594908,410979.47906599,344008.505746959
26,44,150,40,127248.808264099,117559.314705545,396252.410833131,240389.056826677,34014.671142053,411200.967013307,354697.832592521
20,33,151,40,117373.497449386,114768.278758381,403268.460634506,247405.106628053,38233.1957759448,411455.513969528,362036.654416292
29,40,152,40,117208.341563288,106322.680097557,395460.610574025,239513.427424456,33817.9372699424,411486.509231839,353868.884602019
26,543,153,40,130885.259379695,93074.5977116876,369614.606985728,213982.436208165,49242.8444387082,411486.509231839,326656.607692185
22,42,154,39,119904.711524876,128656.995661776,404687.620661094,254547.13237673,36402.2732076335,401796.691200178,358034.58325812
13,16,155,39,99969.264920088,120161.277917601,396350.74949212,246122.394621911,27017.8986115556,402658.55439872,370343.314817689
29,43,156,39,99787.5007117382,103791.878320335,400832.647393224,250603.49181797,33698.4336269946,402758.981935854,354419.270667461
29,453,157,39,109698.141507639,96895.2874144336,401528.883538968,251257.212380578,52203.2613809262,402758.981935854,337778.44720033
23,681,158,39,132934.773759612,107594.133151926,382671.146939388,232303.968432757,35587.1404398811,402758.981935854,325297.728053248
17,20,159,39,124426.608054505,138857.900908365,396114.445257434,245747.266750803,18665.2042635658,403223.135270134,365533.814849073
24,38,160,39,123816.383538022,106690.511498334,379205.260373362,228655.823945378,30539.5119488578,403223.135270134,334290.527347223
34,45,161,39,123816.383538022,120980.976885611,394662.596288383,244113.159860399,44122.7600456597,403311.335459952,348673.80256302
15,18,162,39,117043.5094895,114363.074714748,395253.477945573,244704.041517589,19262.7673239581,403330.405613879,348851.857126275
33,42,163,39,117043.5094895,107270.007807122,388222.963681105,237613.763970247,44548.9920508798,403331.951703862,341830.549386034
27,30,164,39,116991.704918036,114633.249011556,395684.08159802,245074.881887162,22835.0431941603,403368.22933539,349281.87279346
32,45,165,39,116963.825128028,117372.077191692,412098.037844378,261488.83813352,43557.0298097629,403732.226265375,352412.577693588
19,32,166,39,113976.847476581,118333.637108417,422617.424831146,272008.225120287,24838.2714699284,404734.128557265,357369.756280649
18,19,167,39,111992.109068444,132694.00573506,420643.98842169,270007.639113419,23265.2411841825,405540.438542057,374521.678066696
31,40,168,39,111992.109068444,94489.3831064771,382964.265481541,231936.996218935,35980.913047594,405540.438542057,336695.319028494
28,35,169,39,111992.109068444,124953.379628749,414490.421914979,263463.152652372,35945.4517605122,405966.081221526,367584.958230236
15,18,170,39,99533.1843255307,125452.322639823,428389.594333158,277362.325070552,19730.7578438757,407339.43152874,381916.176291437
27,40,171,39,98662.203146624,99492.6176273937,425716.328550637,274666.359534249,41563.4478951123,407351.895346514,357088.196077824
34,41,172,39,98662.203146624,89110.9754289694,393274.862783761,241930.747946302,45704.8699128769,407351.895346514,346841.632906995
31,38,173,39,98662.203146624,107027.907739985,410166.795919709,258822.681082249,41458.7577704133,407351.895346514,364758.56521801
34,55,174,39,98662.203146624,93239.6824243559,397550.865660108,246096.627880515,45354.0382928769,407351.895346514,351106.856984715
34,304,175,39,109700.668665098,91581.3853072017,385152.898201136,233628.983453581,51480.6034222591,407351.895346514,338475.223471259
30,40,176,39,109694.718601768,110057.581311837,403415.445141986,251891.530394431,36759.5157169725,407405.695948624,357011.170141334
24,30,177,39,106501.427269685,108553.920839061,405110.870737786,253586.95599023,39133.0663532419,407450.466546138,358745.571598155
33,42,178,39,106501.427269685,99531.3999054909,396360.052134691,244755.370470325,44419.8577659806,407450.466546138,349812.382555016
25,32,179,39,105665.16620526,112041.819616991,404957.493600211,253330.863897928,35226.1914092585,407496.477010493,363205.073795296
27,31,180,39,105218.574766129,114419.441450524,412600.732835326,260974.103133043,34843.63376847,407648.454927013,366181.264984479
37,129,181,39,105793.563548974,91217.0669721676,390151.014838234,238294.98692335,52687.3417194092,407648.454927013,342639.321161509
31,35,182,39,105793.563548974,111115.250554204,401243.665571694,249386.825865205,31888.4693523698,407789.957290106,362679.007106638
30,365,183,39,116513.028855047,88168.3564164059,375683.060230274,223957.760146158,56342.3133712317,407789.957290106,329001.763752771
37,90,184,39,117535.594989749,109166.800518905,372134.839120454,220477.066117802,48420.0664290837,407789.957290106,348879.407953391
26,47,185,39,112276.794629421,103087.849797756,393409.484168284,241748.902914856,41793.8564989491,407789.957290106,348067.377893172
28,36,186,39,110846.6769399,122967.671817137,414961.620989293,263301.039735865,34269.7604885334,408646.843790293,370234.204102261
26,45,187,39,108711.49029962,104701.178366065,412927.89570561,261237.294368441,42483.1490144177,408665.362429667,354280.948486996
37,97,188,39,109198.508772407,95927.7690398296,390834.693544926,238922.340412004,51403.2076134995,408665.362429667,345112.208091924
26,477,189,39,128613.182655339,94534.6551739235,372110.731291842,219989.630800551,46771.3435177734,408665.362429667,324494.453682647
34,283,190,39,131929.317007641,113957.644939763,382156.003668667,232511.305990414,52136.2720740276,408665.362429667,338316.146534089
16,31,191,39,104050.233189894,124501.316536458,426349.744001302,276705.046323049,29260.1782685911,409968.231849604,378041.771368469
19,22,192,39,95609.2807964162,106610.574245626,400038.481395298,250184.494172616,26093.4383797812,410133.394980832,368878.43301339
27,466,193,39,111810.55330439,86566.1028742142,389309.554141971,239308.72229662,57560.8505457157,410133.394980832,332991.557885286
36,380,194,39,118093.590487883,116057.429105156,393880.786153883,243843.524634077,48171.255769335,410133.394980832,356199.846932734
25,42,195,39,114433.023058145,99191.4660429997,388961.175410782,238868.646237111,41275.2441405629,410133.394980832,343125.197791726
21,35,196,39,108395.72138536,123622.89698428,418770.338292565,268677.809118893,38510.9729905257,410365.832073368,373826.367498329
23,28,197,39,100982.20025285,105269.060728854,407117.877677953,256899.271660229,34157.5669935767,410496.578058971,363123.823798018
32,324,198,39,107150.462308403,95173.2049325689,392531.643865033,242165.54176133,55265.4712323107,410496.578058971,347020.736815999
23,649,199,39,132835.903328172,106826.637935096,370791.825536202,225360.044233612,39960.3167678728,410496.578058971,328661.26512385
34,80,200,39,129412.939090656,110816.115634903,379526.201313034,234094.420010444,48484.8127211035,410948.443051566,336525.572053768
25,92,201,39,127392.491932516,103283.778034948,381746.886343904,236278.591012239,48987.6081807852,410992.286601742,331111.664240265
30,363,202,39,133400.960471961,110646.875699753,373487.196944664,227984.145177539,46218.9880230398,410992.286601742,332409.047277389
25,48,203,39,122095.80111573,122662.773682699,396169.623630203,250664.803703251,40856.54685687,411857.126254091,356594.944268915
21,35,204,39,116337.208867728,111457.187609941,387928.213350902,242357.899278491,31641.0837146335,412273.89011407,351617.294128403
36,74,205,39,116337.208867728,93038.7893116271,374536.538679042,228842.98612276,53009.9730073248,412273.89011407,333381.25620928
27,55,206,39,111538.283197946,119920.279320675,412148.418784474,266452.958498797,44242.5928607325,413171.430970204,365959.212744244
17,21,207,39,106941.333100906,111845.991091572,401571.999779816,255776.316369729,29643.1243024893,413560.341779213,362901.363909538
38,89,208,39,106851.199885013,110322.416265183,400160.293162867,254352.44015158,46040.3809151507,413572.681771789,361494.332604665
34,52,209,39,106851.199885013,98882.5017279022,389901.418267564,244002.674356691,38833.1213435023,413572.681771789,350167.684547952
31,84,210,39,105989.179925214,113384.459400759,408867.349544998,262968.605634125,46037.493584121,413918.509765116,365877.490173936
31,49,211,39,105924.57890222,101910.351087371,394888.914417209,248864.453173407,34747.856064432,413918.509765116,354580.948302259
26,531,212,39,116277.039695167,101310.576629192,401321.765585882,255296.944411466,54677.911600541,413961.126017359,343794.12450615
31,46,213,39,116083.742984087,117668.780187257,399242.876344834,253198.913049703,38206.2496742582,414061.416698428,360450.087503898
32,80,214,39,112717.64468576,108479.102616973,391865.907527667,245742.258349111,41085.8768105085,414106.03377098,354728.342752011
20,36,215,39,107620.902696291,121286.641790834,413280.169631213,267155.538313074,39398.0198890875,414722.896938561,373257.771333627
25,39,216,39,104970.00593646,107795.027671766,401319.997864071,255079.148648073,38167.5963036271,414834.501928674,362647.122902203
34,53,217,39,104970.00593646,108841.722748566,402462.7101378,256221.860921802,43585.3622391805,415018.126622772,363877.442673101
28,481,218,39,110381.815571791,96798.6760983752,386820.602761187,240449.974415742,49456.6316710278,415018.126622772,346595.406746841
35,53,219,39,110381.815571791,111165.680461817,393352.988018771,246982.359673326,47311.0893963898,415019.359707062,360963.644194573
32,100,220,39,109563.140445527,97213.2959748031,388029.097484606,241597.28140957,46917.7075120546,415019.359707062,347959.971560167
29,406,221,39,119395.535382298,108827.611786914,379380.01100835,232862.020238537,49316.1830887926,415019.359707062,349750.35596669
25,70,222,39,110380.01073224,124514.489642889,413457.28355633,266936.871079983,39266.9029394379,415638.101929026,375071.500694687
26,52,223,39,105645.84168151,104157.970744392,399443.958782678,252816.525145654,42728.094910924,415649.077188053,359614.694171183
34,295,224,39,110592.64400959,96063.8903355297,387020.760920733,240283.544630116,54563.4386189724,415649.077188053,346702.929085101
21,645,225,39,145617.115264763,115100.769920978,398013.318304739,253131.393082761,41805.3473558019,415649.077188053,329104.95056994
35,110,226,39,144850.850311839,115666.366090783,377454.089721671,232357.710902598,50794.7560831544,415671.916228232,330459.650732848
20,38,227,39,138593.119199853,119792.957563362,381346.940704104,236224.393269456,40780.3143430946,416143.808101732,341315.865190913
22,34,228,39,131309.012082795,142724.181497872,411113.167658428,265985.964728265,29933.2103143803,417444.3284846,372831.716625349
17,37,229,39,125441.648516389,110055.129406782,411437.403977661,266310.201047497,40213.5743142637,417577.883870559,346427.849555529
30,39,230,39,125399.939131933,126481.524069603,401484.759786408,256244.170307732,34509.6976553195,417577.883870559,362904.600542801
26,55,231,39,123075.934534321,108079.299218461,399670.678776054,254373.3165172,44942.6347497348,417884.094012654,347288.748947323
31,40,232,39,123061.008895688,122929.857044048,401599.569812967,256265.549437349,36668.256394108,417896.079660428,362166.237880547
39,90,233,39,123061.008895688,93546.8675742968,386070.354192561,240602.651262799,53285.798027983,417896.079660428,333074.169098616
36,88,234,39,123227.488280576,102734.509992068,373658.908497822,228065.622447558,53932.1124039437,417896.079660428,342095.332131499
38,80,235,39,123227.488280576,96376.0788339615,376677.064193996,231075.840980775,50661.6008969509,417896.079660428,335799.855737334
36,62,236,39,123227.488280576,108517.504221937,386845.144732489,241241.537026862,52583.6998642552,417896.079660428,347941.28112531
